district,area_name,land_area_sqm,land_type,street_width_m,main_road_access,near_services,zoning_category,zoning_score,development_level,corner_plot,shape_regular,slope_level,lat,lng,asking_price_jod,price_per_sqm_jod,estimated_market_value_jod,fairness_label
Marj Al Hamam,Marj Hills,3096.48,agricultural,24.0,0,0,agricultural,3,low,0,1,flat,31.885302,35.80087,322951.92,115.71,358288.88,Fair Price
Tabarbour,Inner Neighborhood,749.02,residential,16.0,1,1,C,6,high,0,1,moderate,31.997296,35.938411,205327.22,352.0,263654.33,Underpriced
Tabarbour,Tabarbour Main,284.14,residential,6.0,0,1,D,5,low,0,1,flat,31.998386,35.936274,84137.25,278.99,79271.44,Fair Price
Um Uthaina,Um Uthaina North,2001.07,agricultural,12.0,1,1,agricultural,3,high,0,0,steep,31.960553,35.883384,368141.11,167.7,335581.11,Fair Price
Marka,Marka North,954.88,residential,12.0,0,1,D,5,medium,0,1,moderate,32.003496,35.949994,252100.79,214.06,204403.0,Overpriced
Marj Al Hamam,Marj Hills,485.46,residential,6.0,0,1,C,6,high,0,1,moderate,31.887246,35.785573,143972.95,268.55,130367.64,Overpriced
Tabarbour,Tabarbour Main,608.54,commercial,10.0,0,1,commercial_general,10,high,1,1,moderate,31.99368,35.929273,455884.42,713.0,433888.0,Fair Price
Sahab,Sahab Center,996.39,agricultural,12.0,1,0,agricultural,3,high,0,1,flat,31.869512,36.006014,88126.7,88.74,88417.77,Fair Price
Tla Al Ali,Tla Al Ali West,726.52,residential,10.0,0,1,C,6,low,1,1,flat,32.006372,35.866655,276392.3,386.23,280602.84,Fair Price
Marj Al Hamam,Marj Hills,699.36,residential,8.0,0,0,C,6,high,0,1,flat,31.886999,35.80061,172601.75,248.56,173833.37,Fair Price
Deir Ghbar,Deir Ghbar Heights,543.71,residential,8.0,0,1,A,9,prime,0,1,steep,31.932806,35.842456,462337.77,878.85,477842.61,Fair Price
Jabal Amman,1st Circle,638.75,residential,16.0,0,1,B,8,high,0,0,steep,31.947609,35.904754,940560.92,1404.74,897283.68,Fair Price
Jabal Amman,1st Circle,723.04,residential,24.0,1,0,C,6,prime,0,1,moderate,31.954912,35.918678,727882.6,1118.77,808922.15,Underpriced
Al Jubeiha,Jubeiha North,692.62,residential,8.0,0,1,B,8,medium,0,1,flat,32.036481,35.863862,238284.78,363.72,251924.22,Fair Price
Marj Al Hamam,Marj Hills,610.86,residential,8.0,1,1,C,6,high,1,0,flat,31.887154,35.795394,237189.24,352.0,215023.43,Overpriced
Khalda,Khalda Circle,1035.8,commercial,20.0,1,1,commercial_local,8,high,1,1,flat,32.026033,35.845127,973851.72,1092.5,1131606.76,Underpriced
Dabouq,Airport Road West,942.96,residential,14.0,0,1,B,8,medium,0,0,moderate,32.00106,35.834252,1059427.52,1027.21,968626.75,Fair Price
Tabarbour,Tabarbour Main,730.27,residential,24.0,1,1,B,8,low,1,1,steep,31.996293,35.934118,147977.12,224.87,164217.53,Fair Price
Tla Al Ali,Tla Al Ali West,871.94,commercial,14.0,1,1,commercial_general,10,high,0,0,moderate,32.012008,35.862317,500481.51,612.69,534234.9,Fair Price
Naour,Naour Center,965.11,residential,16.0,0,1,C,6,medium,1,1,flat,31.870675,35.765596,229337.76,231.0,222939.85,Fair Price
Tabarbour,Inner Neighborhood,937.18,commercial,16.0,1,1,commercial_local,8,high,1,1,flat,31.99746,35.933051,566375.48,580.62,544145.58,Fair Price
Naour,Naour West,1298.75,agricultural,8.0,0,0,agricultural,3,high,0,1,steep,31.872884,35.761974,69498.15,60.7,78836.01,Underpriced
Dabouq,Dabouq Villas,849.93,residential,6.0,1,1,A,9,high,0,1,flat,31.992388,35.824507,821348.94,1145.28,973408.57,Underpriced
Um Uthaina,Um Uthaina South,702.88,commercial,20.0,1,1,commercial_local,8,medium,0,1,flat,31.970594,35.874984,1489518.03,1954.04,1373463.42,Fair Price
Abdoun,North Abdoun,827.26,residential,16.0,0,1,C,6,prime,0,1,flat,31.946148,35.875744,1165172.81,1311.59,1085021.98,Fair Price
Sahab,Sahab Industrial Edge,1067.27,residential,6.0,0,0,C,6,high,0,1,moderate,31.874011,36.00031,124038.4,109.83,117214.77,Fair Price
Tabarbour,Inner Neighborhood,442.04,commercial,20.0,1,0,commercial_local,8,medium,0,1,flat,31.992086,35.939044,209661.62,468.27,206992.68,Fair Price
Marka,Marka North,1090.74,residential,20.0,1,1,C,6,high,0,1,moderate,31.994201,35.947925,230038.83,189.09,206251.58,Overpriced
Jabal Amman,1st Circle,628.06,residential,12.0,0,1,B,8,high,0,1,flat,31.948172,35.910343,836499.44,1415.93,889296.82,Fair Price
Abdoun,South Abdoun,862.69,residential,8.0,0,1,A,9,prime,0,0,flat,31.958898,35.881838,1126347.35,1485.49,1281506.99,Underpriced
Naour,Naour West,3177.14,agricultural,10.0,1,0,agricultural,3,prime,1,0,steep,31.872483,35.752166,279226.51,80.37,255360.62,Fair Price
Tla Al Ali,Tla Al Ali West,854.61,residential,20.0,0,1,B,8,high,1,1,flat,32.007734,35.864642,323363.72,470.25,401876.31,Underpriced
Abdoun,South Abdoun,1108.14,residential,20.0,0,1,B,8,high,0,1,steep,31.946891,35.883541,919444.02,1228.23,1361046.66,Underpriced
Khalda,Khalda North,599.38,residential,12.0,0,1,C,6,medium,1,1,flat,32.025135,35.846443,338670.69,582.88,349368.24,Fair Price
Naour,Naour West,656.51,commercial,6.0,1,0,commercial_general,10,prime,0,1,moderate,31.877453,35.757321,159027.39,242.91,159475.64,Fair Price
Dabouq,Airport Road West,602.51,residential,10.0,0,1,C,6,high,0,1,flat,31.983638,35.828281,727259.36,1320.0,795310.63,Fair Price
Shmeisani,West Shmeisani,470.66,commercial,16.0,0,1,commercial_general,10,high,0,1,flat,31.956622,35.874377,491512.91,1204.08,566716.29,Underpriced
Tabarbour,Inner Neighborhood,937.22,residential,12.0,0,1,C,6,high,0,1,moderate,31.996714,35.932888,266358.97,352.0,329899.91,Underpriced
Jabal Amman,4th Circle,2528.59,agricultural,14.0,1,0,agricultural,3,prime,0,0,flat,31.950209,35.916352,474262.47,195.27,493751.01,Fair Price
Shmeisani,West Shmeisani,596.19,residential,6.0,0,1,C,6,prime,1,1,flat,31.962256,35.884247,435876.73,880.33,524847.21,Underpriced
Um Uthaina,Um Uthaina North,833.03,residential,30.0,1,0,D,5,high,0,1,flat,31.968477,35.8708,1019568.11,1257.55,1047578.97,Fair Price
Tla Al Ali,Tla Al Ali West,605.24,residential,8.0,0,0,D,5,high,0,1,moderate,32.007932,35.859332,208810.38,335.29,202930.61,Fair Price
Um Uthaina,Um Uthaina South,950.8,residential,6.0,0,0,B,8,prime,0,0,flat,31.973417,35.877003,753559.35,905.15,860615.38,Underpriced
Jabal Amman,4th Circle,576.11,residential,30.0,0,0,D,5,high,0,1,flat,31.952956,35.911999,348786.99,747.68,430746.09,Underpriced
Sweileh,Sweileh Center,808.49,residential,12.0,0,0,C,6,high,0,1,flat,32.018989,35.862156,218580.35,299.63,242248.09,Fair Price
Khalda,Khalda Circle,684.57,residential,16.0,0,1,A,9,prime,0,1,moderate,32.019669,35.853686,336780.97,507.34,347313.84,Fair Price
Sweileh,Sweileh Center,853.68,residential,8.0,1,1,B,8,high,0,0,flat,32.019643,35.859698,318985.98,341.49,291525.84,Fair Price
Tla Al Ali,Tla Al Ali East,709.65,residential,6.0,1,0,D,5,high,0,1,flat,32.009353,35.865661,303507.97,487.58,346011.2,Underpriced
Tabarbour,Tabarbour Main,594.19,residential,20.0,0,1,B,8,low,0,1,flat,31.987013,35.937679,115653.93,233.59,138797.4,Underpriced
Sweileh,Sweileh North,905.4,residential,14.0,1,1,C,6,high,0,1,flat,32.016663,35.86174,442614.21,469.25,424861.64,Fair Price
Sweileh,Sweileh Center,644.28,commercial,16.0,0,1,commercial_general,10,high,0,0,moderate,32.028271,35.863548,434168.1,688.04,443288.31,Fair Price
Marj Al Hamam,Marj Hills,1027.37,residential,16.0,0,1,C,6,high,0,0,moderate,31.892404,35.790838,399666.53,332.06,341145.17,Overpriced
Naour,Naour West,885.39,residential,8.0,0,1,A,9,high,0,0,flat,31.867067,35.762731,149828.57,169.03,149657.03,Fair Price
Sweileh,Sweileh Center,751.48,residential,10.0,0,1,D,5,medium,1,1,flat,32.021909,35.857438,244709.39,320.38,240757.86,Fair Price
Sweileh,Sweileh North,2721.33,agricultural,20.0,0,0,agricultural,3,high,1,0,steep,32.01905,35.864055,348384.5,130.62,355450.16,Fair Price
Marj Al Hamam,Marj Hills,2339.43,agricultural,12.0,0,1,agricultural,3,medium,1,1,moderate,31.885361,35.79147,290301.14,126.32,295516.66,Fair Price
Dabouq,Dabouq Villas,522.04,residential,8.0,1,1,C,6,prime,0,0,moderate,31.991546,35.838628,472409.22,875.29,456941.5,Fair Price
Naour,Naour Center,881.31,residential,20.0,0,1,C,6,low,0,1,flat,31.861856,35.756833,218309.2,185.42,163409.53,Overpriced
Tabarbour,Tabarbour Main,927.0,residential,12.0,0,1,D,5,medium,0,1,moderate,31.994105,35.923005,210937.97,240.36,222812.68,Fair Price
Tla Al Ali,Tla Al Ali East,855.77,residential,12.0,0,1,D,5,high,0,1,flat,32.010892,35.869003,293290.86,384.55,329086.13,Underpriced
Deir Ghbar,Deir Ghbar South,286.27,residential,12.0,0,1,A,9,medium,0,1,flat,31.942016,35.842289,247826.35,906.46,259497.16,Fair Price
Tla Al Ali,Tla Al Ali West,680.62,residential,30.0,0,0,B,8,medium,0,1,moderate,32.013423,35.851562,250185.97,372.0,253189.71,Fair Price
Al Jubeiha,Jubeiha University Side,649.88,residential,16.0,0,1,C,6,prime,0,1,moderate,32.030649,35.874273,292652.67,462.0,300244.74,Fair Price
Um Uthaina,Um Uthaina North,916.48,residential,16.0,0,1,D,5,high,0,1,moderate,31.967268,35.88118,728077.99,810.94,743202.43,Fair Price
Tabarbour,Inner Neighborhood,788.09,residential,12.0,0,1,C,6,medium,1,1,flat,31.991661,35.922554,138829.14,227.2,179055.52,Underpriced
Tabarbour,Tabarbour Main,1910.19,agricultural,12.0,0,0,agricultural,3,high,1,1,steep,31.996878,35.939153,144844.74,75.67,144540.57,Fair Price
Dabouq,Airport Road West,441.26,residential,8.0,0,1,B,8,medium,0,1,moderate,31.99833,35.83278,354136.84,797.19,351766.91,Fair Price
Marj Al Hamam,Marj Center,746.61,commercial,12.0,1,1,commercial_local,8,low,1,1,steep,31.894059,35.789499,301606.89,374.22,279394.18,Fair Price
Abdoun,North Abdoun,347.81,residential,12.0,0,1,C,6,high,0,1,moderate,31.939058,35.866697,321585.6,1003.0,348850.17,Fair Price
Deir Ghbar,Deir Ghbar Heights,794.31,residential,6.0,0,1,B,8,high,1,1,flat,31.9306,35.839191,890089.38,990.0,786366.06,Overpriced
Khalda,Khalda Circle,1155.92,commercial,20.0,1,1,commercial_general,10,high,1,1,flat,32.030567,35.847722,1254443.84,1092.5,1262847.34,Fair Price
Marj Al Hamam,Marj Center,5260.63,agricultural,10.0,1,1,agricultural,3,medium,0,0,moderate,31.88317,35.788441,631935.12,113.11,595020.71,Fair Price
Deir Ghbar,Deir Ghbar South,535.05,residential,24.0,0,1,C,6,medium,0,1,moderate,31.930992,35.846629,440760.32,756.23,404619.68,Fair Price
Naour,Naour Center,661.2,residential,16.0,0,1,C,6,medium,0,1,flat,31.870275,35.755312,122420.55,172.68,114174.05,Fair Price
Marj Al Hamam,Marj Center,663.48,residential,20.0,1,1,B,8,high,0,1,steep,31.884569,35.795583,223768.48,323.24,214462.51,Fair Price
Marj Al Hamam,Marj Center,1302.39,commercial,20.0,1,1,commercial_general,10,high,0,0,flat,31.879895,35.784516,555869.73,462.54,602411.36,Fair Price
Al Jubeiha,Jubeiha North,2635.67,agricultural,30.0,1,0,agricultural,3,high,0,0,moderate,32.031921,35.865187,340175.03,131.45,346459.88,Fair Price
Dabouq,Airport Road West,550.46,commercial,16.0,1,1,commercial_local,8,high,0,1,flat,31.989563,35.834147,1055797.03,1766.75,972533.34,Fair Price
Marj Al Hamam,Marj Hills,776.34,residential,6.0,0,1,C,6,medium,0,1,moderate,31.876031,35.791792,197127.37,217.04,168497.93,Overpriced
Sahab,Sahab Center,250.0,commercial,10.0,0,1,commercial_local,8,prime,0,0,moderate,31.868911,36.0005,75948.48,278.57,69641.9,Fair Price
Sweileh,Sweileh Center,543.97,residential,12.0,1,1,C,6,prime,0,1,flat,32.025769,35.85272,195896.44,329.46,179213.41,Fair Price
Marka,Marka North,1057.82,residential,16.0,1,1,C,6,medium,0,1,flat,31.999386,35.946115,228137.44,198.24,209701.19,Fair Price
Um Uthaina,Um Uthaina South,1029.12,commercial,6.0,1,1,commercial_local,8,prime,0,1,moderate,31.965679,35.87221,1367879.69,1297.77,1335560.59,Fair Price
Marj Al Hamam,Marj Center,686.39,residential,20.0,0,1,D,5,high,0,1,moderate,31.885477,35.783467,139132.02,193.95,133124.34,Fair Price
Deir Ghbar,Deir Ghbar Heights,591.27,residential,14.0,0,1,A,9,high,0,1,steep,31.932985,35.846673,505358.46,864.47,511131.45,Fair Price
Deir Ghbar,Deir Ghbar Heights,989.97,commercial,16.0,0,1,commercial_general,10,prime,1,1,flat,31.92455,35.840679,1228349.65,1495.0,1480012.57,Underpriced
Dabouq,Airport Road West,808.4,residential,8.0,0,1,D,5,prime,1,1,flat,31.997749,35.826363,607822.56,995.75,804959.63,Underpriced
Naour,Naour West,263.03,commercial,16.0,0,1,commercial_local,8,low,0,1,steep,31.869154,35.762653,75138.26,289.84,76236.86,Fair Price
Khalda,Khalda Circle,2972.89,agricultural,20.0,0,0,agricultural,3,high,0,1,flat,32.026885,35.850185,539801.87,163.79,486926.42,Overpriced
Naour,Naour Center,1246.8,agricultural,12.0,0,1,agricultural,3,low,1,1,moderate,31.86914,35.756333,102514.76,80.09,99853.09,Fair Price
Khalda,Khalda Circle,835.19,residential,8.0,1,1,A,9,prime,0,0,flat,32.017182,35.854147,439699.64,508.66,424823.38,Fair Price
Sahab,Sahab Center,567.66,commercial,12.0,1,1,commercial_local,8,medium,1,1,flat,31.864128,36.00717,222832.87,411.66,233682.17,Fair Price
Jabal Amman,1st Circle,632.99,residential,10.0,0,0,D,5,high,1,1,moderate,31.94694,35.915283,493914.9,961.96,608916.8,Underpriced
Al Jubeiha,Jubeiha University Side,737.2,residential,8.0,0,0,C,6,low,0,1,moderate,32.029324,35.869056,290312.85,314.79,232064.57,Overpriced
Sweileh,Sweileh Center,911.36,commercial,10.0,0,1,commercial_local,8,low,0,1,flat,32.020735,35.873631,464033.11,620.54,565534.87,Underpriced
Al Jubeiha,Jubeiha University Side,618.23,residential,10.0,0,0,B,8,high,0,0,flat,32.034598,35.864298,138649.31,223.49,138167.83,Fair Price
Marj Al Hamam,Marj Hills,978.01,residential,12.0,0,1,A,9,high,0,1,moderate,31.885102,35.786687,177505.54,207.01,202462.64,Underpriced
Marj Al Hamam,Marj Hills,636.6,residential,12.0,0,1,A,9,medium,0,0,flat,31.888017,35.792015,159255.63,307.54,195781.68,Underpriced
Dabouq,Airport Road West,1127.45,residential,20.0,0,1,C,6,prime,0,0,flat,31.994137,35.827194,1096166.73,1006.48,1134749.55,Fair Price
Sahab,Sahab Center,4316.43,agricultural,10.0,0,0,agricultural,3,medium,0,0,flat,31.86691,35.999423,211810.09,51.97,224344.3,Fair Price
Tabarbour,Tabarbour Main,701.07,residential,12.0,0,1,D,5,low,1,1,flat,31.991616,35.929093,159949.73,219.93,154187.86,Fair Price
Naour,Naour West,1143.78,commercial,14.0,0,1,commercial_local,8,medium,0,1,moderate,31.862276,35.760708,256457.27,214.49,245330.19,Fair Price
Dabouq,Dabouq Villas,622.73,residential,30.0,0,1,B,8,prime,0,1,flat,31.98715,35.833333,679439.01,1090.18,678890.37,Fair Price
Um Uthaina,Um Uthaina South,443.61,commercial,6.0,0,0,commercial_local,8,high,0,1,moderate,31.96576,35.883975,659087.71,1395.54,619082.74,Fair Price
Dabouq,Airport Road West,1278.13,residential,20.0,1,0,A,9,high,1,1,moderate,31.989675,35.83517,1678649.42,1320.0,1687136.33,Fair Price
Khalda,Khalda Circle,836.55,commercial,10.0,1,1,commercial_local,8,medium,0,1,flat,32.020636,35.849779,570115.47,918.83,768643.78,Underpriced
Shmeisani,West Shmeisani,403.34,commercial,20.0,1,1,commercial_general,10,prime,0,1,flat,31.969225,35.884057,588704.31,1603.63,646815.98,Fair Price
Sweileh,Sweileh North,906.1,residential,16.0,0,1,C,6,prime,0,1,flat,32.025337,35.862716,338862.25,365.7,331358.53,Fair Price
Naour,Naour Center,928.97,residential,8.0,1,1,A,9,medium,1,1,steep,31.872108,35.766818,113414.77,138.11,128299.46,Underpriced
Al Jubeiha,Jubeiha North,250.0,residential,20.0,0,1,C,6,medium,0,0,flat,32.039306,35.870978,71953.41,338.94,84734.61,Underpriced
Shmeisani,West Shmeisani,868.15,residential,10.0,1,1,C,6,medium,1,1,flat,31.968507,35.884936,854356.5,935.0,811724.1,Fair Price
Khalda,Khalda Circle,568.56,commercial,10.0,0,0,commercial_local,8,high,0,1,moderate,32.027104,35.850782,327813.14,610.14,346895.51,Fair Price
Marka,Marka North,775.22,residential,8.0,0,0,B,8,high,0,1,flat,32.003507,35.954084,179640.19,217.2,168377.8,Fair Price
Um Uthaina,Um Uthaina South,476.69,residential,6.0,0,0,B,8,high,0,1,steep,31.973465,35.862532,581180.88,1138.48,542700.26,Fair Price
Um Uthaina,Um Uthaina North,735.51,residential,10.0,1,1,B,8,medium,1,1,moderate,31.958957,35.87307,638084.74,1013.39,745363.6,Underpriced
Um Uthaina,Um Uthaina North,1833.77,agricultural,12.0,0,1,agricultural,3,prime,0,1,steep,31.965735,35.873792,287926.59,177.09,324737.3,Underpriced
Tabarbour,Tabarbour Main,694.54,commercial,12.0,1,1,commercial_local,8,low,0,1,flat,31.997551,35.926179,572718.64,713.0,495208.76,Overpriced
Shmeisani,West Shmeisani,599.64,commercial,16.0,1,1,commercial_local,8,low,0,0,flat,31.970095,35.880332,809135.15,1333.23,799455.2,Fair Price
Al Jubeiha,Jubeiha University Side,570.7,residential,12.0,0,1,B,8,high,0,1,flat,32.028656,35.868334,260693.47,462.0,263664.18,Fair Price
Jabal Amman,1st Circle,902.35,residential,14.0,0,1,C,6,prime,0,1,flat,31.952483,35.918345,1198032.48,1485.0,1339996.93,Underpriced
Abdoun,South Abdoun,1063.2,commercial,20.0,1,1,commercial_local,8,high,0,1,flat,31.950083,35.877232,2173347.52,2127.54,2262006.41,Fair Price
Khalda,Khalda North,1447.71,commercial,16.0,0,1,commercial_local,8,prime,0,1,flat,32.024496,35.847424,1616587.06,1083.81,1569054.26,Fair Price
Marka,Marka South,478.35,residential,10.0,0,1,B,8,medium,0,1,flat,31.998845,35.944572,167608.85,260.92,124811.42,Overpriced
Al Jubeiha,Jubeiha University Side,997.3,residential,12.0,0,0,A,9,high,0,0,flat,32.030468,35.872597,271792.57,303.48,302665.3,Underpriced
Abdoun,North Abdoun,727.26,residential,16.0,0,1,B,8,prime,0,1,steep,31.953915,35.882186,723418.97,914.29,664927.66,Fair Price
Abdoun,North Abdoun,1343.14,agricultural,20.0,0,0,agricultural,3,prime,0,1,flat,31.947442,35.878921,310475.66,274.99,369353.32,Underpriced
Sweileh,Sweileh Center,660.84,commercial,16.0,0,0,commercial_local,8,high,1,1,moderate,32.024337,35.860193,458236.09,754.27,498449.99,Fair Price
Sweileh,Sweileh North,894.36,residential,14.0,0,1,C,6,medium,0,1,steep,32.021348,35.84812,255799.64,325.82,291396.2,Underpriced
Marj Al Hamam,Marj Hills,763.12,residential,12.0,1,1,A,9,medium,0,1,moderate,31.88611,35.791233,175794.43,292.13,222930.96,Underpriced
Khalda,Khalda North,382.84,residential,20.0,0,0,B,8,high,1,1,flat,32.025389,35.843053,255579.28,660.0,252677.67,Fair Price
Shmeisani,West Shmeisani,441.5,commercial,14.0,1,1,commercial_local,8,high,0,1,moderate,31.967724,35.882044,451213.42,1066.65,470922.82,Fair Price
Marj Al Hamam,Marj Hills,771.88,commercial,10.0,1,1,commercial_general,10,medium,0,1,flat,31.891648,35.794695,465493.92,598.0,461583.96,Fair Price
Tla Al Ali,Tla Al Ali West,1204.44,residential,12.0,0,1,A,9,low,0,1,moderate,32.004103,35.872582,544131.88,454.57,547505.14,Fair Price
Naour,Naour West,642.38,residential,10.0,0,1,D,5,low,0,1,steep,31.873755,35.76476,91320.89,133.56,85799.18,Fair Price
Al Jubeiha,Jubeiha University Side,779.06,residential,14.0,1,1,B,8,medium,1,0,flat,32.040502,35.876618,305653.94,356.25,277538.17,Overpriced
Khalda,Khalda North,702.19,residential,30.0,1,1,A,9,high,0,1,moderate,32.02782,35.8494,470442.95,660.0,463444.78,Fair Price
Naour,Naour Center,2000.92,agricultural,12.0,0,0,agricultural,3,medium,0,1,moderate,31.869667,35.764089,167126.67,78.03,156136.26,Fair Price
Marj Al Hamam,Marj Center,1157.12,residential,12.0,1,1,C,6,high,1,1,moderate,31.883463,35.789275,390530.45,352.0,407307.74,Fair Price
Naour,Naour Center,514.67,residential,10.0,0,1,C,6,low,0,1,steep,31.865331,35.762661,38330.84,89.66,46147.52,Underpriced
Shmeisani,West Shmeisani,800.86,residential,6.0,1,0,C,6,high,0,0,flat,31.961805,35.883155,542309.03,691.27,553610.61,Fair Price
Abdoun,South Abdoun,987.23,residential,10.0,1,1,B,8,prime,0,1,steep,31.939941,35.87903,1008971.16,1305.25,1288577.71,Underpriced
Tla Al Ali,Tla Al Ali East,1073.06,commercial,16.0,0,0,commercial_local,8,medium,1,1,flat,32.00892,35.8645,848283.55,787.27,844795.47,Fair Price
Jabal Amman,4th Circle,495.43,residential,6.0,0,0,C,6,prime,0,1,moderate,31.94978,35.926526,511282.5,1027.18,508898.11,Fair Price
Jabal Amman,4th Circle,915.01,residential,8.0,0,1,A,9,medium,0,1,flat,31.946697,35.908101,1437017.43,1485.0,1358783.72,Fair Price
Al Jubeiha,Jubeiha University Side,837.13,residential,10.0,1,1,C,6,low,1,1,flat,32.03139,35.869201,250822.18,313.93,262802.9,Fair Price
Abdoun,South Abdoun,676.76,residential,16.0,0,1,A,9,high,0,1,flat,31.947943,35.879942,983103.51,1467.26,992981.33,Fair Price
Khalda,Khalda North,830.36,residential,12.0,1,1,D,5,high,0,1,flat,32.023545,35.850274,525703.88,599.38,497701.05,Fair Price
Sahab,Sahab Center,608.52,residential,12.0,0,0,C,6,prime,0,0,moderate,31.868625,36.005256,75446.46,138.54,84304.82,Underpriced
Al Jubeiha,Jubeiha North,1651.05,agricultural,30.0,0,1,agricultural,3,medium,0,1,flat,32.023498,35.862953,271248.78,151.12,249500.43,Fair Price
Naour,Naour West,500.01,residential,10.0,0,1,C,6,high,0,1,flat,31.868729,35.777479,75298.75,140.22,70111.81,Fair Price
Naour,Naour Center,745.34,residential,12.0,0,1,D,5,medium,0,1,moderate,31.863727,35.7577,78957.19,112.39,83765.31,Fair Price
Jabal Amman,4th Circle,340.23,residential,16.0,0,1,B,8,high,0,1,moderate,31.948033,35.918956,412768.93,1060.89,360944.57,Overpriced
